10274,1524550827,276976,118352,3,206,1234,0.0200,0.0600,0.0300,4342,94.3952,0.0000,0.2851,0.0178,0.8016,0.0000,1.8538,2.3161,4250288128,98.9598,4294963200,95.5004,99.7583,95.5004,95.5004,95.5004,90.5272,79680208896,7162290176,408983552,87.2071,494512128,59996160,90.5272,79680208896,7162290176,68446720000,90.5272,79680208896,7162290176,68446711808,90.5272,79680208896,7162298368,3487248384,4143763456,0,0,0
10274,1524550832,256464,76440,2,206,1197,0.0200,0.0600,0.0300,4622,94.7631,0.0000,0.2671,0.0178,0.8192,0.0000,1.8519,2.2262,4250288128,98.9598,4294963200,95.5004,99.7583,95.5004,95.5004,95.5004,90.5272,79680208896,7162298368,408983552,87.2071,494512128,59996160,90.5272,79680208896,7162306560,68446711808,90.5272,79680208896,7162298368,68446703616,90.5272,79680208896,7162306560,3487133696,4143763456,0,0,0
10274,1524550837,279160,89104,2,206,1159,0.0200,0.0600,0.0300,4365,94.7969,0.0000,0.3206,0.0178,0.8366,0.0000,1.8344,2.1906,4250288128,98.9598,4294963200,95.5004,99.7583,95.5004,95.5004,95.5004,90.5272,79680208896,7162306560,408983552,87.2071,494512128,59996160,90.5272,79680208896,7162314752,68446703616,90.5272,79680208896,7162306560,68446695424,90.5272,79680208896,7162314752,3487141888,4143763456,0,0,0
10274,1524550842,160848,108144,2,206,1195,0.0200,0.0600,0.0300,4647,94.7453,0.0000,0.3206,0.0178,0.7662,0.0000,1.8347,2.2622,4250288128,98.9598,4294963200,95.5004,99.7583,95.5004,95.5004,95.5004,90.5272,79680208896,7162314752,408983552,87.2071,494512128,59996160,90.5272,79680208896,7162322944,68446695424,90.5272,79680208896,7162314752,68446687232,90.5272,79680208896,7162322944,3487150080,4143763456,0,0,0
10274,1524550847,279568,93744,5,206,1206,0.0100,0.0600,0.0300,4756,94.9011,0.0000,0.3209,0.0000,0.7670,0.0000,1.7828,2.2286,4250288128,98.9598,4294963200,95.5004,99.7583,95.5004,95.5004,95.5004,90.5272,79680208896,7162322944,408983552,87.2071,494512128,59996160,90.5271,79680208896,7162331136,68446687232,90.5272,79680208896,7162322944,68446679040,90.5271,79680208896,7162331136,3484979200,4143763456,0,0,0
10274,1524550852,288760,100784,4,206,1294,0.0100,0.0600,0.0300,4321,94.8457,0.0000,0.3804,0.0000,0.4081,0.0000,1.7553,2.2307,4250288128,98.9598,4294963200,95.5004,99.7583,95.5004,95.5004,95.5004,90.5271,79680208896,7162331136,408983552,87.2071,494512128,59996160,90.5271,79680208896,7162339328,68446679040,90.5271,79680208896,7162331136,68446670848,90.5271,79680208896,7162339328,3485061120,4143763456,0,0,0
10274,1524550857,280112,124736,2,206,1186,0.0100,0.0600,0.0300,4559,95.4414,0.0000,0.4082,0.0170,0.3225,0.0000,1.5479,2.1943,4250288128,98.9598,4294963200,95.5004,99.7583,95.5004,95.5004,95.5004,90.5271,79680208896,7162339328,408983552,87.2071,494512128,59996160,90.5271,79680208896,7162347520,68446670848,90.5271,79680208896,7162339328,68446662656,90.5271,79680208896,7162347520,3485069312,4143763456,0,0,0
10274,1524550862,153408,73928,2,206,1167,0.0100,0.0600,0.0200,4415,95.5865,0.0000,0.4073,0.0170,0.3225,0.0000,1.5275,2.1555,4250288128,98.9598,4294963200,95.5004,99.7583,95.5004,95.5004,95.5004,90.5271,79680208896,7162355712,408983552,87.2071,494512128,59996160,90.5271,79680208896,7162355712,68446662656,90.5271,79680208896,7162347520,68446654464,90.5271,79680208896,7162355712,3484950528,4143763456,0,0,0
10274,1524550867,330728,699840,2,206,1223,0.0100,0.0600,0.0200,4206,95.5872,0.0000,0.4073,0.0170,0.3056,0.0000,1.5103,2.1890,4250288128,98.9598,4294963200,95.5004,99.7583,95.5004,95.5004,95.5004,90.5271,79680208896,7162355712,408983552,87.2071,494512128,59996160,90.5271,79680208896,7162363904,68446654464,90.5271,79680208896,7162355712,68446646272,90.5271,79680208896,7162363904,3484917760,4143763456,0,0,0
10274,1524550872,268304,117616,5,206,1191,0.0100,0.0600,0.0200,4630,95.4692,0.0000,0.4922,0.0170,0.3394,0.0000,1.4426,2.2403,4250288128,98.9598,4294963200,95.5004,99.7583,95.5004,95.5004,95.5004,90.5271,79680208896,7162372096,408983552,87.2071,494512128,59996160,90.5271,79680208896,7162372096,68446646272,90.5271,79680208896,7162363904,68446638080,90.5271,79680208896,7162372096,3484934144,4143763456,0,0,0
10274,1524550877,268424,89592,2,206,1166,0.0100,0.0600,0.0200,4322,95.4684,0.0000,0.5430,0.0170,0.3393,0.0000,1.4426,2.1212,4250288128,98.9598,4294963200,95.5004,99.7583,95.5004,95.5004,95.5004,90.5271,79680208896,7162380288,408983552,87.2071,494512128,59996160,90.5271,79680208896,7162380288,68446638080,90.5271,79680208896,7162372096,68446617600,90.5271,79680208896,7162392576,3484942336,4143763456,0,0,0
10274,1524550882,200096,95768,4,206,1263,0.0100,0.0600,0.0200,4627,95.4692,0.0000,0.5089,0.0170,0.3394,0.0000,1.4928,2.1374,4250288128,98.9598,4294963200,95.5004,99.7583,95.5004,95.5004,95.5004,90.5271,79680208896,7162392576,408983552,87.2071,494512128,59996160,90.5271,79680208896,7162392576,68446617600,90.5271,79680208896,7162392576,68446609408,90.5271,79680208896,7162400768,3484848128,4143763456,0,0,0
10274,1524550887,274888,120104,4,206,1198,0.0100,0.0600,0.0200,4378,95.4862,0.0000,0.5597,0.0170,0.3223,0.0000,1.4591,2.1540,4250288128,98.9598,4294963200,95.5004,99.7583,95.5004,95.5004,95.5004,90.5271,79680208896,7162400768,408983552,87.2071,494512128,59996160,90.5270,79680208896,7162408960,68446609408,90.5271,79680208896,7162400768,68446601216,90.5270,79680208896,7162408960,3484983296,4143763456,0,0,0
10274,1524550892,267376,86368,2,206,1194,0.0000,0.0600,0.0200,4604,95.5031,0.0000,0.5260,0.0170,0.3563,0.0000,1.4589,2.1551,4250288128,98.9598,4294963200,95.5004,99.7583,95.5004,95.5004,95.5004,90.5270,79680208896,7162408960,408983552,87.2071,494512128,59996160,90.5270,79680208896,7162417152,68446601216,90.5270,79680208896,7162408960,68446593024,90.5270,79680208896,7162417152,3484991488,4143763456,0,0,0
10274,1524550897,270696,89640,2,206,1191,0.0000,0.0600,0.0200,4455,95.5193,0.0000,0.5092,0.0170,0.3394,0.0000,1.4426,2.1724,4250288128,98.9598,4294963200,95.5004,99.7583,95.5004,95.5004,95.5004,90.5270,79680208896,7162417152,408983552,87.2071,494512128,59996160,90.5270,79680208896,7162425344,68446593024,90.5270,79680208896,7162417152,68446584832,90.5270,79680208896,7162425344,3484999680,4143763456,0,0,0
10274,1524550902,160968,107984,2,206,1173,0.0800,0.0600,0.0400,4364,95.5193,0.0000,0.5090,0.0170,0.3903,0.0000,1.4591,2.1547,4250288128,98.9598,4294963200,95.5004,99.7583,95.5004,95.5004,95.5004,90.5270,79680208896,7162425344,408983552,87.2071,494512128,59996160,90.5270,79680208896,7162433536,68446584832,90.5270,79680208896,7162425344,68446576640,90.5270,79680208896,7162433536,3485007872,4143763456,0,0,0
10274,1524550907,276560,93896,2,206,1209,0.0800,0.0600,0.0400,4453,95.4862,0.0000,0.5089,0.0339,0.3733,0.0000,1.4424,2.1713,4250288128,98.9598,4294963200,95.5004,99.7583,95.5004,95.5004,95.5004,90.5270,79680208896,7162433536,408983552,87.2071,494512128,59996160,90.5270,79680208896,7162441728,68446576640,90.5270,79680208896,7162433536,68446568448,90.5270,79680208896,7162441728,3484966912,4143763456,0,0,0
10274,1524550912,342896,105928,3,206,1376,0.0700,0.0600,0.0400,4734,95.4376,0.0000,0.4751,0.0339,0.3733,0.0000,1.5103,2.1208,4250288128,98.9598,4294963200,95.5004,99.7583,95.5004,95.5004,95.5004,90.5270,79680208896,7162441728,408983552,87.2071,494512128,59996160,90.5270,79680208896,7162449920,68446568448,90.5270,79680208896,7162441728,68446560256,90.5270,79680208896,7162449920,3485093888,4143763456,0,0,0
10274,1524550917,209400,111168,4,206,1167,0.0700,0.0600,0.0400,4352,95.4877,0.0000,0.4411,0.0170,0.4238,0.0000,1.5429,2.0696,4250288128,98.9598,4294963200,95.5004,99.7583,95.5004,95.5004,95.5004,90.5270,79680208896,7162454016,408983552,87.2071,494512128,59996160,90.5270,79680208896,7162462208,68446556160,90.5270,79680208896,7162454016,68446547968,90.5270,79680208896,7162462208,3484942336,4143763456,0,0,0
10274,1524550922,236040,96664,3,206,1206,0.0600,0.0600,0.0300,4586,95.4399,0.0000,0.4240,0.0170,0.4069,0.0000,1.5768,2.0692,4250288128,98.9598,4294963200,95.5004,99.7583,95.5004,95.5004,95.5004,90.5270,79680208896,7162462208,408983552,87.2071,494512128,59996160,90.5270,79680208896,7162474496,68446547968,90.5270,79680208896,7162462208,68446531584,90.5270,79680208896,7162478592,3485069312,4143763456,0,0,0
10274,1524550927,238816,563856,2,206,1180,0.0600,0.0600,0.0300,4208,95.4553,0.0000,0.4239,0.0169,0.3729,0.0000,1.6274,2.1024,4250288128,98.9598,4294963200,95.5004,99.7583,95.5004,95.5004,95.5004,90.5269,79680208896,7162486784,408983552,87.2071,494512128,59996160,90.5269,79680208896,7162486784,68446531584,90.5270,79680208896,7162478592,68446523392,90.5269,79680208896,7162486784,3485089792,4143763456,0,0,0
10274,1524550932,303056,120640,2,206,1189,0.0500,0.0600,0.0300,4558,95.4753,0.0000,0.3389,0.0169,0.3729,0.0000,1.6610,2.1349,4250288128,98.9598,4294963200,95.5004,99.7583,95.5004,95.5004,95.5004,90.5269,79680208896,7162494976,408983552,87.2071,494512128,59996160,90.5269,79680208896,7162494976,68446523392,90.5269,79680208896,7162486784,68446515200,90.5269,79680208896,7162494976,3485032448,4143763456,0,0,0
10274,1524550937,279808,98464,4,206,1229,0.0500,0.0600,0.0300,4503,95.4723,0.0000,0.3052,0.0170,0.3562,0.0000,1.7127,2.1363,4250288128,98.9598,4294963200,95.5004,99.7583,95.5004,95.5004,95.5004,90.5269,79680208896,7162503168,408983552,87.2071,494512128,59996160,90.5269,79680208896,7162503168,68446515200,90.5269,79680208896,7162494976,68446507008,90.5269,79680208896,7162503168,3485106176,4143763456,0,0,0
10274,1524550942,186056,87344,2,206,1221,0.0400,0.0600,0.0300,4397,95.4885,0.0000,0.3222,0.0170,0.3392,0.0000,1.6449,2.2045,4250288128,98.9598,4294963200,95.5004,99.7583,95.5004,95.5004,95.5004,90.5269,79680208896,7162511360,408983552,87.2071,494512128,59996160,90.5269,79680208896,7162523648,68446498816,90.5269,79680208896,7162511360,68446486528,90.5269,79680208896,7162523648,3485118464,4143763456,0,0,0
10274,1524550947,282984,123856,2,206,1221,0.0400,0.0600,0.0300,4448,95.5216,0.0000,0.3224,0.0170,0.3562,0.0000,1.6627,2.2230,4250288128,98.9598,4294963200,95.5004,99.7583,95.5004,95.5004,95.5004,90.5269,79680208896,7162523648,408983552,87.2071,494512128,59996160,90.5269,79680208896,7162535936,68446486528,90.5269,79680208896,7162523648,68446474240,90.5269,79680208896,7162535936,3485130752,4143763456,0,0,0
10274,1524550952,254976,75680,2,206,1148,0.0400,0.0600,0.0300,4465,95.4029,0.0000,0.3224,0.0170,0.3393,0.0000,1.6627,2.2396,4250288128,98.9598,4294963200,95.5004,99.7583,95.5004,95.5004,95.5004,90.5269,79680208896,7162535936,408983552,87.2071,494512128,59996160,90.5269,79680208896,7162544128,68446474240,90.5269,79680208896,7162535936,68446466048,90.5269,79680208896,7162544128,3484950528,4143763456,0,0,0
10274,1524550957,247384,93936,4,206,1211,0.0300,0.0600,0.0300,4277,95.4522,0.0000,0.3222,0.0170,0.3053,0.0000,1.7127,2.2215,4250288128,98.9598,4294963200,95.5004,99.7583,95.5004,95.5004,95.5004,90.5269,79680208896,7162544128,408983552,87.2071,494512128,59996160,90.5269,79680208896,7162544128,68446466048,90.5269,79680208896,7162544128,68446457856,90.5269,79680208896,7162552320,3485024256,4143763456,0,0,0
10274,1524550962,233512,119712,2,206,1223,0.0300,0.0600,0.0300,4505,95.4206,0.0000,0.3223,0.0170,0.2883,0.0000,1.6791,2.2388,4250288128,98.9598,4294963200,95.5004,99.7583,95.5004,95.5004,95.5004,90.5269,79680208896,7162552320,408983552,87.2071,494512128,59996160,90.5268,79680208896,7162560512,68446457856,90.5269,79680208896,7162552320,68446449664,90.5268,79680208896,7162560512,3484966912,4143763456,0,0,0
10274,1524550967,202696,80312,2,206,1144,0.0300,0.0600,0.0300,4670,95.4214,0.0000,0.3052,0.0000,0.3053,0.0000,1.6785,2.2554,4250288128,98.9598,4294963200,95.5004,99.7583,95.5004,95.5004,95.5004,90.5268,79680208896,7162560512,408983552,87.2071,494512128,59996160,90.5268,79680208896,7162568704,68446449664,90.5268,79680208896,7162560512,68446441472,90.5268,79680208896,7162568704,3485040640,4143763456,0,0,0
10274,1524550972,365416,117864,3,206,1351,0.0200,0.0500,0.0300,4539,95.5062,0.0000,0.3053,0.0000,0.3227,0.0000,1.6619,2.2727,4250288128,98.9598,4294963200,95.5004,99.7583,95.5004,95.5004,95.5004,90.5268,79680208896,7162568704,408983552,87.2071,494512128,59996160,90.5268,79680208896,7162576896,68446441472,90.5268,79680208896,7162568704,68446433280,90.5268,79680208896,7162576896,3484921856,4143763456,0,0,0
10274,1524550977,208400,113640,4,206,1190,0.0200,0.0500,0.0300,4492,95.4986,0.0000,0.2717,0.0000,0.3226,0.0000,1.6644,2.2418,4250288128,98.9598,4294963200,95.5004,99.7583,95.5004,95.5004,95.5004,90.5268,79680208896,7162576896,408983552,87.2071,494512128,59996160,90.5268,79680208896,7162585088,68446433280,90.5268,79680208896,7162576896,68446420992,90.5268,79680208896,7162589184,3484930048,4143763456,0,0,0
10274,1524550982,226384,85272,2,206,1171,0.0200,0.0500,0.0300,4458,95.3642,0.0000,0.3735,0.0000,0.3394,0.0000,1.6636,2.2920,4250288128,98.9598,4294963200,95.5004,99.7583,95.5004,95.5004,95.5004,90.5268,79680208896,7162589184,408983552,87.2071,494512128,59996160,90.5268,79680208896,7162597376,68446420992,90.5268,79680208896,7162589184,68446412800,90.5268,79680208896,7162597376,3484827648,4143763456,0,0,0
10274,1524550987,280752,577280,3,206,1214,0.0200,0.0500,0.0300,4485,95.3496,0.0000,0.3396,0.0000,0.3565,0.0000,1.6641,2.2411,4250288128,98.9598,4294963200,95.5004,99.7583,95.5004,95.5004,95.5004,90.5268,79680208896,7162597376,408983552,87.2071,494512128,59996160,90.5268,79680208896,7162605568,68446412800,90.5268,79680208896,7162597376,68446404608,90.5268,79680208896,7162605568,3484950528,4143763456,0,0,0
10274,1524550992,254504,106512,2,206,1196,0.0200,0.0500,0.0200,4421,95.4646,0.0000,0.3737,0.0000,0.3227,0.0000,1.6644,2.1743,4250288128,98.9598,4294963200,95.5004,99.7583,95.5004,95.5004,95.5004,90.5268,79680208896,7162613760,408983552,87.2071,494512128,59996160,90.5268,79680208896,7162613760,68446396416,90.5268,79680208896,7162613760,68446396416,90.5268,79680208896,7162613760,3484975104,4143763456,0,0,0
10274,1524550997,242512,93480,2,206,1234,0.0200,0.0500,0.0200,4434,95.5178,0.0000,0.3565,0.0000,0.3058,0.0000,1.5959,2.2411,4250288128,98.9598,4294963200,95.5004,99.7583,95.5004,95.5004,95.5004,90.5268,79680208896,7162613760,408983552,87.2071,494512128,59996160,90.5268,79680208896,7162621952,68446396416,90.5268,79680208896,7162613760,68446388224,90.5268,79680208896,7162621952,3484975104,4143763456,0,0,0
10274,1524551002,271088,102800,3,206,1278,0.0100,0.0500,0.0200,4759,95.5850,0.0000,0.3396,0.0000,0.2888,0.0000,1.5962,2.1905,4250288128,98.9598,4294963200,95.5004,99.7583,95.5004,95.5004,95.5004,90.5268,79680208896,7162630144,408983552,87.2071,494512128,59996160,90.5268,79680208896,7162630144,68446388224,90.5268,79680208896,7162621952,68446371840,90.5267,79680208896,7162638336,3484688384,4143763456,0,0,0
10274,1524551007,200600,105824,5,206,1223,0.0100,0.0500,0.0200,4406,95.4507,0.0000,0.3735,0.0170,0.3056,0.0000,1.6121,2.1898,4250288128,98.9598,4294963200,95.5004,99.7583,95.5004,95.5004,95.5004,90.5267,79680208896,7162638336,408983552,87.2071,494512128,59996160,90.5267,79680208896,7162638336,68446371840,90.5267,79680208896,7162638336,68446363648,90.5267,79680208896,7162646528,3484856320,4143763456,0,0,0
10274,1524551012,342608,99968,2,206,1247,0.0100,0.0500,0.0200,4748,95.5680,0.0000,0.3396,0.0170,0.2886,0.0000,1.5789,2.1732,4250288128,98.9598,4294963200,95.5004,99.7583,95.5004,95.5004,95.5004,90.5267,79680208896,7162646528,408983552,87.2071,494512128,59996160,90.5267,79680208896,7162646528,68446363648,90.5267,79680208896,7162646528,68446355456,90.5267,79680208896,7162654720,3484864512,4143763456,0,0,0
10274,1524551017,196544,73936,2,206,1150,0.0100,0.0500,0.0200,4411,95.4654,0.0000,0.4924,0.0170,0.2717,0.0000,1.5118,2.2075,4250288128,98.9598,4294963200,95.5004,99.7583,95.5004,95.5004,95.5004,90.5267,79680208896,7162654720,408983552,87.2071,494512128,59996160,90.5267,79680208896,7162667008,68446355456,90.5267,79680208896,7162654720,68446343168,90.5267,79680208896,7162667008,3484872704,4143763456,0,0,0
10274,1524551022,235808,118368,2,206,1259,0.0100,0.0500,0.0200,4813,95.3820,0.0000,0.5095,0.0170,0.2716,0.0000,1.5962,2.2418,4250288128,98.9598,4294963200,95.5004,99.7583,95.5004,95.5004,95.5004,90.5267,79680208896,7162667008,408983552,87.2071,494512128,59996160,90.5267,79680208896,7162675200,68446343168,90.5267,79680208896,7162667008,68446334976,90.5267,79680208896,7162675200,3484692480,4143763456,0,0,0
10274,1524551027,200776,81472,3,205,1197,0.0100,0.0500,0.0200,4660,95.3496,0.0000,0.5431,0.0170,0.2544,0.0000,1.6460,2.2234,4250288128,98.9598,4294963200,95.5004,99.7583,95.5004,95.5004,95.5004,90.5267,79680208896,7162675200,408983552,87.2071,494512128,59996160,90.5267,79680208896,7162683392,68446334976,90.5267,79680208896,7162675200,68446326784,90.5267,79680208896,7162683392,3484766208,4143763456,0,0,0
10274,1524551032,367552,103352,3,205,1332,0.0100,0.0500,0.0200,4410,95.2857,0.0000,0.5258,0.0170,0.2371,0.0000,1.6452,2.2388,4250288128,98.9598,4294963200,95.5004,99.7583,95.5004,95.5004,95.5004,90.5267,79680208896,7162683392,408983552,87.2071,494512128,59996160,90.5267,79680208896,7162691584,68446326784,90.5267,79680208896,7162683392,68446318592,90.5267,79680208896,7162691584,3484790784,4143763456,0,0,0
10274,1524551037,202920,108504,2,205,1147,0.0100,0.0500,0.0200,4467,95.3244,0.0000,0.5256,0.0170,0.2035,0.0000,1.5932,2.2720,4250288128,98.9598,4294963200,95.5004,99.7583,95.5004,95.5004,95.5004,90.5267,79680208896,7162691584,408983552,87.2071,494512128,59996160,90.5267,79680208896,7162699776,68446318592,90.5267,79680208896,7162691584,68446310400,90.5267,79680208896,7162699776,3484798976,4143763456,0,0,0
10274,1524551042,226072,88432,3,205,1226,0.0100,0.0500,0.0200,4464,95.3544,0.0000,0.5426,0.0170,0.2035,0.0000,1.6110,2.2554,4250288128,98.9598,4294963200,95.5004,99.7583,95.5004,95.5004,95.5004,90.5267,79680208896,7162699776,408983552,87.2071,494512128,59996160,90.5266,79680208896,7162707968,68446310400,90.5267,79680208896,7162699776,68446302208,90.5266,79680208896,7162707968,3484684288,4143763456,0,0,0
10274,1524551047,247448,696456,3,205,1200,0.0000,0.0500,0.0200,4474,95.4360,0.0000,0.5429,0.0170,0.1867,0.0000,1.5946,2.2226,4250288128,98.9598,4294963200,95.5004,99.7583,95.5004,95.5004,95.5004,90.5266,79680208896,7162707968,408983552,87.2071,494512128,59996160,90.5266,79680208896,7162716160,68446302208,90.5266,79680208896,7162707968,68446294016,90.5266,79680208896,7162716160,3484692480,4143763456,0,0,0
10274,1524551052,330872,118944,2,205,1282,0.0000,0.0500,0.0200,4853,95.4175,0.0000,0.5261,0.0170,0.2208,0.0000,1.5781,2.3252,4250288128,98.9598,4294963200,95.5004,99.7583,95.5004,95.5004,95.5004,90.5266,79680208896,7162716160,408983552,87.2071,494512128,59996160,90.5266,79680208896,7162724352,68446294016,90.5266,79680208896,7162716160,68446285824,90.5266,79680208896,7162724352,3484585984,4143763456,0,0,0
10274,1524551057,206824,84720,2,205,1219,0.0000,0.0500,0.0200,4501,95.4337,0.0000,0.5263,0.0170,0.2207,0.0000,1.5957,2.3090,4250288128,98.9598,4294963200,95.5004,99.7583,95.5004,95.5004,95.5004,90.5266,79680208896,7162724352,408983552,87.2071,494512128,59996160,90.5266,79680208896,7162732544,68446285824,90.5266,79680208896,7162724352,68446277632,90.5266,79680208896,7162732544,3484594176,4143763456,0,0,0
10274,1524551062,261704,100192,3,205,1297,0.0000,0.0500,0.0200,4622,95.3488,0.0000,0.5095,0.0170,0.2039,0.0000,1.5628,2.2588,4250288128,98.9598,4294963200,95.5004,99.7583,95.5004,95.5004,95.5004,90.5266,79680208896,7162740736,408983552,87.2071,494512128,59996160,90.5266,79680208896,7162740736,68446277632,90.5266,79680208896,7162732544,68446269440,90.5266,79680208896,7162740736,3484602368,4143763456,0,0,0
10274,1524551067,210264,113400,2,205,1198,0.0000,0.0500,0.0200,4649,95.4275,0.0000,0.6117,0.0000,0.2208,0.0000,1.5628,2.2090,4250288128,98.9598,4294963200,95.5004,99.7583,95.5004,95.5004,95.5004,90.5266,79680208896,7162748928,408983552,87.2071,494512128,59996160,90.5266,79680208896,7162748928,68446261248,90.5266,79680208896,7162748928,68446253056,90.5266,79680208896,7162757120,3484610560,4143763456,0,0,0
10274,1524551072,330224,89208,4,205,1223,0.0000,0.0400,0.0200,4536,95.3974,0.0000,0.4585,0.0000,0.2378,0.0000,1.5967,2.1905,4250288128,98.9598,4294963200,95.5004,99.7583,95.5004,95.5004,95.5004,90.5266,79680208896,7162757120,408983552,87.2071,494512128,59996160,90.5266,79680208896,7162757120,68446253056,90.5266,79680208896,7162757120,68446253056,90.5266,79680208896,7162757120,3484618752,4143763456,0,0,0
10274,1524551077,215272,87536,5,205,1196,0.0000,0.0400,0.0200,4547,95.4661,0.0000,0.4586,0.0000,0.2717,0.0000,1.6638,2.1739,4250288128,98.9598,4294963200,95.5004,99.7583,95.5004,95.5004,95.5004,90.5266,79680208896,7162765312,408983552,87.2071,494512128,59996160,90.5266,79680208896,7162773504,68446244864,90.5266,79680208896,7162765312,68446236672,90.5266,79680208896,7162773504,3484626944,4143763456,0,0,0
10274,1524551082,226368,112688,2,205,1225,0.0000,0.0400,0.0200,4441,95.5163,0.0000,0.4584,0.0000,0.2718,0.0000,1.6135,2.1562,4250288128,98.9598,4294963200,95.5004,99.7583,95.5004,95.5004,95.5004,90.5266,79680208896,7162773504,408983552,87.2071,494512128,59996160,90.5266,79680208896,7162781696,68446236672,90.5266,79680208896,7162773504,68446228480,90.5266,79680208896,7162781696,3484512256,4143763456,0,0,0
10274,1524551087,217480,91432,3,205,1214,0.0000,0.0400,0.0200,4634,95.5310,0.0000,0.4418,0.0170,0.2890,0.0000,1.5973,2.1580,4250288128,98.9598,4294963200,95.5004,99.7583,95.5004,95.5004,95.5004,90.5266,79680208896,7162781696,408983552,87.2071,494512128,59996160,90.5265,79680208896,7162793984,68446228480,90.5266,79680208896,7162781696,68446216192,90.5265,79680208896,7162793984,3484471296,4143763456,0,0,0
10274,1524551092,438672,131040,2,205,1453,0.0000,0.0400,0.0200,4710,95.4113,0.0000,0.4589,0.0170,0.2891,0.0000,1.6488,2.2094,4250288128,98.9598,4294963200,95.5004,99.7583,95.5004,95.5004,95.5004,90.5265,79680208896,7162793984,408983552,87.2071,494512128,59996160,90.5265,79680208896,7162793984,68446216192,90.5265,79680208896,7162793984,68446208000,90.5265,79680208896,7162802176,3484483584,4143763456,0,0,0
10274,1524551097,199944,107224,3,205,1175,0.0000,0.0400,0.0100,4376,95.4770,0.0000,0.4927,0.0170,0.3227,0.0000,1.6148,2.1747,4250288128,98.9598,4294963200,95.5004,99.7583,95.5004,95.5004,95.5004,90.5265,79680208896,7162802176,408983552,87.2071,494512128,59996160,90.5265,79680208896,7162810368,68446208000,90.5265,79680208896,7162802176,68446199808,90.5265,79680208896,7162810368,3484540928,4143763456,0,0,0
10274,1524551102,240984,83752,4,205,1249,0.0000,0.0400,0.0100,4683,95.4978,0.0000,0.3908,0.0170,0.3058,0.0000,1.6143,2.1747,4250288128,98.9598,4294963200,95.5004,99.7583,95.5004,95.5004,95.5004,90.5265,79680208896,7162810368,408983552,87.2071,494512128,59996160,90.5265,79680208896,7162818560,68446199808,90.5265,79680208896,7162810368,68446187520,90.5265,79680208896,7162822656,3484549120,4143763456,0,0,0
10274,1524551107,202664,562936,3,205,1172,0.0000,0.0400,0.0100,4263,95.4144,0.0000,0.4075,0.0170,0.3225,0.0000,1.6471,2.2245,4250288128,98.9598,4294963200,95.5004,99.7583,95.5004,95.5004,95.5004,90.5265,79680208896,7162822656,408983552,87.2071,494512128,59996160,90.5265,79680208896,7162830848,68446187520,90.5265,79680208896,7162822656,68446179328,90.5265,79680208896,7162830848,3484561408,4143763456,0,0,0
10274,1524551112,345872,128800,2,211,1213,0.0000,0.0400,0.0100,4760,95.4191,0.0000,0.4239,0.0169,0.3559,0.0000,1.7306,2.1028,4250288128,98.9598,4294963200,95.5004,99.7583,95.5004,95.5004,95.5004,90.5265,79680208896,7162830848,408983552,87.2071,494512128,59996160,90.5265,79680208896,7162839040,68446179328,90.5265,79680208896,7162830848,68446171136,90.5265,79680208896,7162839040,3484569600,4143763456,1,0,0
10274,1524551117,206152,89432,3,211,1292,0.0800,0.0500,0.0300,4744,91.1725,0.0000,0.4063,0.0169,0.3552,0.0000,1.7951,9.4126,4250288128,98.9598,4294963200,95.5004,99.7583,95.5004,95.5004,95.5004,90.5265,79680208896,7162847232,408983552,87.2071,494512128,59996160,90.5265,79680208896,7162847232,68446171136,90.5265,79680208896,7162839040,68446162944,90.5265,79680208896,7162847232,3480694784,4143763456,1,0,0
10274,1524551122,266408,100976,3,211,1429,0.1500,0.0500,0.0500,4838,83.1248,0.0000,0.3886,0.0169,0.3714,0.0000,1.7914,17.5536,4250288128,98.9598,4294963200,95.5004,99.7583,95.5004,95.5004,95.5004,90.5265,79680208896,7162855424,408983552,87.2071,494512128,59996160,90.5265,79680208896,7162855424,68446162944,90.5265,79680208896,7162847232,68446146560,90.5264,79680208896,7162863616,3480805376,4143763456,1,0,0
10274,1524551127,202912,112448,4,211,1370,0.2200,0.0600,0.0600,4603,75.1266,0.0000,0.2867,0.0169,0.3541,0.0000,1.7550,25.7042,4250288128,98.9598,4294963200,95.5004,99.7583,95.5004,95.5004,95.5004,90.5264,79680208896,7162863616,408983552,87.2071,494512128,59996160,90.5264,79680208896,7162871808,68446146560,90.5264,79680208896,7162863616,68446138368,90.5264,79680208896,7162871808,3480813568,4143763456,1,0,0
10274,1524551132,338120,94440,4,211,1377,0.2800,0.0600,0.0800,4548,67.0263,0.0000,0.2021,0.0168,0.3704,0.0000,1.6681,33.8892,4250288128,98.9598,4294963200,95.5004,99.7583,95.5004,95.5004,95.5004,90.5264,79680208896,7162871808,408983552,87.2071,494512128,59996160,90.5264,79680208896,7162880000,68446138368,90.5264,79680208896,7162871808,68446130176,90.5264,79680208896,7162880000,3480731648,4143763456,1,0,0
10274,1524551137,220840,95432,3,211,1349,0.5000,0.0800,0.1300,4488,59.0305,0.0000,0.2020,0.0168,0.3869,0.0000,1.6159,40.3736,4250288128,98.9598,4294963200,95.5004,99.7583,95.5004,95.5004,95.5004,90.5264,79680208896,7162880000,408983552,87.2071,494512128,59996160,90.5264,79680208896,7162880000,68446130176,90.5264,79680208896,7162880000,68446121984,90.5264,79680208896,7162888192,3480674304,4143763456,1,0,0
